unit_id,age_years,ambient_c,load_pu,top_oil_c,hotspot_c,ageing_rate,voltage_dev_pct,load_current_a,h2_ppm,ch4_ppm,c2h6_ppm,c2h4_ppm,c2h2_ppm,co_ppm,moisture_ppm,pd_pc,oil_bdv_kv,fault_type,health_index,health_class
TX280,7.2,18.7,0.652,50.7,61.8,0.004,-0.53,120.6,9.5,5.8,3.6,3.4,1.18,469.3,12.2,25.8,56.3,normal,90.7,0
TX280,7.2,13.7,0.964,57.4,78.1,0.029,0.37,180.2,6.4,6.0,2.5,5.5,0.75,533.8,8.8,119.9,57.3,normal,88.6,0
TX280,7.2,26.3,1.161,77.0,105.0,0.593,0.8,211.5,147.7,47.9,24.8,289.8,207.97,461.7,17.9,755.2,64.6,D2,62.7,2
TX280,7.2,19.9,0.551,47.8,56.3,0.002,-2.0,91.2,6.0,5.0,4.7,2.5,0.17,410.6,15.2,51.2,66.9,normal,88.3,0
TX281,28.3,29.0,1.039,75.4,98.7,0.305,0.33,182.5,2354.7,190.8,145.3,753.3,3095.26,993.0,21.5,1609.0,36.1,D2,37.1,3
TX281,28.3,24.5,0.903,65.9,84.6,0.062,3.94,161.4,865.7,264.8,113.4,460.0,543.79,998.8,27.8,146.7,47.6,D2,56.1,2
TX282,17.3,39.5,0.743,75.0,88.7,0.099,-1.55,132.3,209.2,152.3,76.7,967.7,32.0,912.6,19.4,107.8,50.3,T3,63.6,2
TX282,17.3,16.9,0.728,51.8,65.0,0.005,0.25,128.8,1141.9,163.4,57.7,33.9,7.07,600.7,19.6,264.4,57.5,PD,58.8,2
TX283,17.1,19.1,0.638,50.5,61.2,0.003,-0.02,111.5,22.0,8.3,4.9,4.5,1.34,632.6,22.0,102.2,48.0,normal,80.4,1
TX283,17.1,17.1,0.898,58.4,76.9,0.025,-3.57,153.0,379.4,84.4,37.7,194.8,445.71,652.0,26.6,2033.8,54.5,D1,52.6,2
TX284,28.5,38.2,0.989,82.8,104.4,0.559,-1.39,163.5,28.9,9.8,9.6,5.0,2.06,1092.3,27.6,112.2,47.5,normal,75.0,1
TX284,28.5,25.9,0.857,65.6,82.8,0.05,-2.9,146.7,231.7,536.9,390.5,109.1,8.66,1008.0,34.6,0.0,36.7,T1,48.2,3
TX284,28.5,26.0,0.687,59.4,71.5,0.013,-1.96,125.0,377.5,835.8,291.1,1377.8,56.28,1324.3,32.5,76.0,34.3,T3,40.5,3
TX285,26.3,22.2,0.551,50.1,58.6,0.002,-0.63,94.9,179.9,604.1,209.9,1979.8,69.9,1139.2,30.0,102.4,54.1,T3,51.4,3
TX285,26.3,33.6,0.937,76.3,96.2,0.231,1.82,153.7,14.7,3.8,4.1,7.2,0.23,965.3,23.8,58.3,55.0,normal,80.2,1
TX286,9.8,18.5,0.389,39.6,44.5,0.0,-0.5,69.8,351.5,80.6,67.5,152.6,-1.0,541.1,12.3,473.6,55.7,D2,66.9,2
TX286,9.8,29.4,0.777,66.1,80.8,0.04,4.25,136.8,4.2,5.7,5.5,1.7,0.46,465.1,9.2,36.2,55.9,normal,90.5,0
TX287,33.2,21.0,0.569,49.7,58.6,0.002,-1.52,98.2,419.8,1270.6,615.2,1792.0,48.71,1237.3,29.2,70.0,27.9,T2,36.6,3
TX287,33.2,27.4,0.483,52.6,59.4,0.003,-3.77,80.9,11.3,13.7,17.7,6.7,0.85,888.9,31.1,20.2,43.4,normal,74.0,1
TX288,11.6,8.7,0.812,46.8,62.5,0.004,2.01,144.5,1254.8,119.5,40.9,34.3,6.94,647.3,13.0,2127.2,43.0,PD,50.5,3
TX288,11.6,6.8,0.939,49.5,69.4,0.01,-1.32,171.8,16.4,4.1,14.2,3.8,3.23,557.0,12.5,66.0,62.6,normal,87.4,0
TX289,31.8,21.0,0.787,58.2,73.2,0.015,-0.57,132.3,136.6,78.9,130.6,403.5,25.41,1032.2,22.8,38.5,45.5,T3,60.5,2
TX289,31.8,31.4,0.973,75.4,96.5,0.239,-0.01,163.6,350.6,332.4,326.4,1059.2,19.12,1278.4,33.3,32.0,50.0,T2,49.7,3
TX290,36.3,20.2,0.72,54.7,67.7,0.008,0.46,127.3,41.0,18.7,0.1,9.1,0.48,1244.7,30.6,54.3,37.0,normal,67.4,2
TX290,36.3,37.5,0.863,77.5,94.8,0.199,-1.65,156.2,24.7,22.0,24.7,11.0,0.83,1202.7,30.0,204.9,45.8,normal,70.1,1
TX290,36.3,19.1,0.896,60.3,78.7,0.031,0.29,155.9,307.2,447.5,509.7,1162.3,34.91,1405.1,33.2,30.0,42.6,T2,49.2,3
TX290,36.3,21.8,0.853,61.4,78.5,0.03,-2.33,155.0,281.1,209.6,97.4,820.3,25.34,1224.8,,56.3,45.2,T3,54.8,2
TX291,31.8,26.9,0.749,62.6,76.5,0.023,1.06,129.7,25.2,13.1,13.8,7.3,0.12,865.5,28.6,77.6,45.8,normal,73.8,1
TX291,31.8,22.8,1.117,71.9,98.2,0.287,-4.94,198.1,235.9,415.7,100.9,2173.7,46.11,1229.2,28.9,18.7,41.3,T3,51.9,3
TX291,31.8,31.7,1.092,80.0,105.3,0.613,-1.13,192.9,20.6,20.9,10.9,12.5,0.31,834.9,26.2,65.4,56.2,normal,77.3,1
TX292,32.2,17.7,0.695,51.3,63.6,0.005,-1.3,120.8,1368.7,342.6,114.1,183.2,1120.54,1083.6,31.1,429.0,42.3,D1,44.9,3
TX292,32.2,43.6,0.962,87.3,108.0,0.81,0.81,168.0,13.6,25.4,8.9,6.8,1.92,880.4,25.8,51.9,44.6,normal,74.8,1
TX293,18.9,40.5,0.815,78.7,94.6,0.193,1.35,148.4,168.6,108.6,57.9,970.1,36.78,877.7,25.1,23.7,44.2,T3,57.8,2
TX293,18.9,26.2,0.399,47.8,52.8,0.001,-0.58,70.1,5.4,6.3,12.0,2.1,1.01,714.4,19.5,180.7,49.6,normal,81.1,1
TX293,18.9,28.0,1.027,73.9,96.9,0.249,3.44,180.8,25.6,5.5,11.8,6.1,1.86,702.9,18.6,87.8,58.2,normal,82.7,1
TX293,18.9,1.9,0.458,25.9,32.2,0.0,0.43,82.3,12.3,4.0,10.7,0.6,0.5,669.6,24.2,61.8,50.5,normal,81.6,1
TX294,30.5,17.4,1.008,62.7,84.9,0.064,0.41,175.5,210.3,216.3,99.1,1937.5,48.94,1254.8,24.6,27.9,40.4,T3,55.9,2
TX294,30.5,22.4,1.003,67.5,89.6,0.11,-4.11,174.7,1240.8,435.7,124.1,52.1,10.68,1096.5,28.8,397.2,37.8,PD,39.2,3
TX294,30.5,23.9,1.003,69.0,91.1,0.131,1.18,170.4,37.2,13.3,15.8,7.8,0.2,840.1,32.3,118.5,43.0,normal,70.0,1
TX294,30.5,19.4,0.638,50.8,61.5,0.003,2.64,114.9,1502.1,439.2,205.3,725.8,567.69,1054.6,32.3,1022.3,37.6,D1,35.2,3
TX295,13.3,23.5,0.69,56.9,69.1,0.009,-3.03,125.6,2.7,6.7,12.3,1.0,0.2,559.6,17.4,16.6,51.2,normal,88.3,0
TX295,13.3,19.5,1.201,71.6,101.1,0.393,-1.09,212.8,7.8,8.4,9.6,6.3,1.87,500.5,17.5,26.4,65.7,normal,87.0,0
TX296,27.4,25.9,1.032,72.1,95.3,0.209,-4.73,187.5,17.7,11.6,4.9,12.3,0.64,1030.0,24.2,15.7,50.1,normal,82.1,1
TX296,27.4,25.9,0.53,52.9,60.9,0.003,2.73,93.8,12.3,17.5,18.1,3.7,1.49,950.1,23.6,32.8,58.9,normal,80.9,1
TX296,27.4,23.1,1.056,70.1,94.1,0.184,-0.59,193.1,356.7,528.1,47.5,1616.5,50.61,1129.7,30.5,72.3,45.0,T3,52.6,2
TX297,29.5,34.4,0.984,78.9,100.3,0.362,-1.53,182.0,19.8,18.0,11.2,13.1,2.21,931.6,34.6,70.3,38.2,normal,67.6,2
TX297,29.5,17.6,0.719,52.1,65.1,0.006,1.21,131.7,217.3,273.9,150.4,1555.7,29.13,1020.6,30.1,75.0,45.9,T3,53.5,2
TX297,29.5,48.1,1.35,105.3,140.9,18.595,-0.44,242.2,5.9,0.0,10.3,8.0,-1.0,1051.2,24.2,30.8,45.2,normal,66.1,2
TX297,29.5,21.4,0.894,62.5,80.9,0.04,-1.38,163.4,19.1,18.8,5.8,2.2,0.91,1024.2,21.8,173.1,55.4,normal,77.8,1
TX298,4.0,15.3,0.766,51.7,66.1,0.006,-1.18,140.3,3.7,3.4,8.2,1.8,3.39,290.4,17.2,36.8,52.1,normal,88.6,0
TX298,4.0,14.9,0.967,58.7,79.5,0.034,0.22,171.7,160.0,257.0,116.1,444.2,3.88,717.7,19.7,59.4,48.3,T2,58.4,2
TX298,4.0,29.5,0.985,74.0,95.5,0.214,-0.85,170.1,7.9,5.7,3.1,4.0,0.24,221.8,14.5,54.9,52.0,normal,89.1,0
TX298,4.0,17.6,0.882,58.3,76.3,0.023,-3.15,155.4,6.9,2.3,6.9,2.5,1.11,452.6,16.8,36.4,63.1,normal,89.0,0
TX299,34.0,21.3,0.978,65.5,86.7,0.079,2.75,174.8,1145.4,266.7,159.1,408.0,1392.42,1090.7,27.7,1044.7,43.2,D2,47.4,3
TX299,34.0,12.0,0.813,50.1,65.9,0.006,-1.33,138.3,22.9,10.9,21.8,7.4,1.36,1193.7,27.9,23.3,59.6,normal,78.3,1
TX300,41.5,36.5,0.852,76.1,93.1,0.164,2.18,152.1,42.3,16.0,16.8,9.5,0.5,1286.2,27.1,76.7,45.8,normal,71.9,1
TX300,41.5,36.5,1.07,84.0,108.5,0.86,0.33,186.8,338.2,912.3,509.0,620.9,14.06,1417.4,36.1,16.5,34.6,T2,42.9,3
TX300,41.5,17.7,0.909,59.4,78.3,0.029,0.93,157.7,2563.4,365.3,59.4,47.3,13.09,1371.5,39.2,1039.9,44.4,PD,37.6,3
TX300,41.5,1.0,0.578,30.0,39.1,0.0,-0.91,105.1,1355.9,363.8,89.5,750.2,458.78,1324.6,39.4,94.5,39.0,D2,45.1,3
TX301,23.0,12.7,0.731,47.8,61.1,0.003,0.53,129.1,9.7,5.2,6.6,7.2,2.43,783.6,17.6,64.2,54.0,normal,83.0,1
TX301,23.0,24.9,0.744,60.4,74.1,0.017,1.98,130.2,24.9,21.3,9.4,5.1,0.76,759.2,24.7,33.5,53.8,normal,81.2,1
TX302,11.6,31.5,0.758,67.5,81.7,0.044,1.68,128.2,8.4,6.5,6.6,4.5,0.69,512.9,19.4,255.3,53.4,normal,82.3,1
TX302,11.6,31.0,0.71,65.2,77.9,0.028,-3.24,126.1,3.2,2.7,7.2,1.3,2.06,569.4,14.5,31.8,53.3,normal,88.5,0
TX302,11.6,19.2,0.849,58.7,75.6,0.021,0.22,155.9,9.6,3.9,1.2,4.2,0.34,474.5,11.2,63.0,56.9,normal,88.4,0
TX302,11.6,23.0,0.928,65.4,84.9,0.064,-4.99,172.5,11.1,6.7,9.7,0.9,0.25,628.1,16.6,13.6,54.9,normal,89.3,0
TX303,23.6,15.5,0.714,49.8,62.7,0.004,-0.66,125.4,10.6,3.4,0.6,0.1,2.0,744.6,24.1,45.5,56.2,normal,81.1,1
TX303,23.6,37.0,0.35,56.5,60.6,0.003,0.86,59.7,200.1,352.9,153.3,558.1,15.84,1162.5,24.0,20.8,37.6,T3,54.0,2
TX304,22.8,19.3,1.073,66.9,91.5,0.138,-2.91,191.0,179.8,518.1,219.8,126.7,7.66,943.9,24.8,59.5,43.4,T1,56.7,2
TX304,22.8,20.7,0.646,52.4,63.4,0.004,-2.05,115.6,877.8,139.0,19.8,12.3,3.6,763.6,29.8,294.7,,PD,57.7,2
TX304,22.8,18.1,0.935,60.8,80.5,0.038,0.62,147.7,19.8,2.1,7.8,5.5,0.21,827.8,14.3,22.7,37.6,normal,79.6,1
TX305,12.5,41.6,0.737,76.9,90.3,0.12,2.02,127.6,10.8,10.0,5.8,2.8,1.69,588.1,,35.3,55.7,normal,86.8,0
TX305,12.5,28.2,0.586,57.6,67.0,0.007,0.6,103.7,167.0,166.0,80.9,669.0,25.27,824.6,21.8,21.3,44.9,T3,62.0,2
TX305,12.5,38.3,0.943,81.2,101.3,0.401,0.13,167.0,8.1,4.1,4.9,2.5,2.21,634.2,16.0,80.1,59.8,normal,85.7,0
TX305,12.5,17.9,0.722,52.6,65.7,0.006,-2.98,128.4,593.4,59.4,32.8,19.8,0.38,523.9,18.9,219.7,51.6,PD,65.1,2
TX306,7.9,9.6,0.955,53.0,73.4,0.016,-1.84,171.1,21.9,580.2,89.3,242.1,5.14,938.0,25.6,35.0,44.4,T1,52.4,2
TX306,7.9,16.6,0.887,57.5,75.7,0.021,1.0,150.5,4.9,4.2,4.8,1.1,0.59,564.6,12.6,0.0,56.6,normal,89.7,0
TX307,25.0,40.1,1.072,87.7,112.3,1.266,2.79,185.8,12.2,5.2,10.2,0.7,2.58,828.1,29.2,41.6,46.6,normal,75.9,1
TX307,25.0,12.6,0.488,38.0,45.0,0.0,0.61,81.8,543.1,164.7,63.0,164.6,211.55,658.5,36.5,330.6,50.0,D1,54.1,2
TX307,25.0,39.7,0.912,81.5,100.5,0.368,-2.82,161.5,12.5,4.6,6.8,4.4,3.69,853.3,18.0,54.1,50.5,normal,82.7,1
TX308,35.8,26.8,0.601,56.7,66.5,0.007,-0.46,101.2,2765.1,679.8,64.8,272.0,1013.09,1291.5,39.6,879.3,43.0,D1,34.1,3
TX308,35.8,22.2,0.733,57.3,70.7,0.011,1.8,131.6,39.6,13.7,19.4,1.0,4.95,1116.3,31.5,31.8,50.2,normal,75.3,1
TX309,13.5,17.8,1.059,64.8,88.9,0.103,1.91,182.5,321.5,380.1,176.4,461.0,37.77,957.5,28.1,124.9,46.1,T3,49.7,3
TX309,13.5,27.7,0.69,61.1,73.3,0.016,-2.35,125.0,20.4,2.9,7.1,5.6,0.26,523.8,,31.7,60.0,normal,87.2,0
TX309,13.5,33.1,0.932,75.6,95.3,0.208,-0.15,157.7,23.9,11.5,3.4,4.9,0.64,531.4,10.8,65.9,54.5,normal,87.7,0
TX309,13.5,43.0,0.845,82.3,99.1,0.319,-1.63,149.1,7.4,9.0,13.6,5.3,4.16,811.0,9.1,0.0,54.9,normal,90.3,0
TX310,5.3,11.5,0.752,47.3,61.3,0.003,0.39,137.4,6.1,2.7,0.5,3.4,-1.0,261.2,8.2,22.9,60.3,normal,92.3,0
TX310,5.3,13.1,0.858,52.9,70.1,0.011,0.29,145.7,6.7,4.0,5.0,3.8,0.2,351.7,20.2,80.7,65.6,normal,85.8,0
TX310,5.3,25.3,0.665,57.8,69.2,0.009,-1.63,113.2,6.4,1.6,6.6,3.8,0.43,353.3,9.2,16.7,49.0,normal,92.4,0
TX310,5.3,31.3,0.754,67.2,81.2,0.042,2.41,123.8,13.0,2.1,3.3,2.1,1.84,366.6,12.4,24.0,,normal,91.1,0
TX311,37.9,36.7,0.756,72.7,86.7,0.08,0.28,129.3,2589.3,301.5,86.5,41.7,13.29,1367.7,35.1,261.1,31.3,PD,34.9,3
TX311,37.9,14.5,0.789,51.7,66.8,0.007,1.99,140.3,133.5,596.3,292.9,210.4,8.31,1446.4,31.3,105.6,43.3,T1,51.9,3
TX311,37.9,22.6,1.008,67.8,90.1,0.117,3.44,168.6,38.7,11.3,8.4,4.0,1.89,1121.1,33.1,30.7,47.7,normal,73.3,1
TX312,43.2,32.7,0.694,66.4,78.6,0.03,1.02,120.1,17.7,5.7,29.1,4.5,1.57,1366.8,26.2,90.3,37.7,normal,67.5,2
TX312,43.2,17.1,0.664,49.6,61.0,0.003,-0.35,116.5,141.8,309.5,277.7,644.7,7.42,1336.1,34.1,21.9,50.3,T2,57.0,2
TX312,43.2,19.9,1.011,65.3,87.7,0.088,1.86,180.7,33.2,23.0,17.8,12.3,3.24,1462.5,42.0,28.2,48.7,normal,69.7,2
TX312,43.2,19.7,0.587,49.1,58.5,0.002,4.29,101.5,34.3,12.1,17.3,7.5,-1.0,1215.7,35.9,50.1,,normal,67.7,2
TX313,24.0,44.0,0.793,81.4,96.5,0.24,2.6,141.4,13.5,20.0,7.5,0.1,0.84,731.6,15.0,42.8,49.4,normal,84.3,1
TX313,24.0,16.0,0.957,59.4,79.9,0.035,-0.92,165.7,28.0,12.6,10.7,1.2,2.06,1004.0,23.5,40.2,48.2,normal,80.1,1
TX313,24.0,27.3,0.607,57.5,67.4,0.007,-1.74,111.5,290.7,648.8,374.7,1600.3,44.21,1294.0,30.2,52.5,33.1,T2,40.3,3
TX314,7.5,30.0,0.984,74.4,95.9,0.223,-2.4,167.4,8.4,7.6,2.4,3.2,1.73,445.9,11.0,91.6,57.2,normal,88.5,0
TX314,7.5,20.0,0.489,45.5,52.5,0.001,-1.34,91.1,14.6,1.6,3.7,1.1,0.29,336.4,16.0,89.6,59.2,normal,86.7,0
TX314,7.5,9.7,1.131,59.4,86.2,0.074,3.88,199.8,10.7,6.3,5.6,3.9,0.64,329.1,16.4,0.0,61.9,normal,85.8,0
TX314,7.5,40.0,0.576,68.9,78.0,0.028,-0.44,100.5,10.1,4.4,3.1,4.4,0.55,462.2,9.9,26.3,57.7,normal,91.5,0
TX315,46.5,22.8,0.693,56.4,68.6,0.009,-2.02,126.7,1435.4,1108.8,213.7,350.7,2096.53,1537.4,42.6,438.9,25.5,D1,23.4,3
TX315,46.5,25.3,0.69,58.7,70.9,0.012,2.56,125.9,502.8,156.3,105.8,331.3,798.41,1450.9,38.2,266.3,35.2,D1,41.0,3
TX316,9.8,40.0,0.621,70.8,81.0,0.041,-3.46,110.9,16.0,6.2,8.2,4.9,1.78,525.3,18.4,37.9,57.5,normal,86.7,0
TX316,9.8,25.4,0.668,58.0,69.5,0.01,1.9,120.0,65.5,59.7,110.5,188.0,1.31,360.6,20.7,52.2,57.2,T2,76.5,1
TX316,9.8,27.8,1.059,74.9,99.0,0.316,-0.18,184.1,307.4,154.3,36.4,144.1,520.05,624.6,24.2,1827.1,48.9,D1,56.7,2
TX317,4.9,27.7,0.548,55.5,63.9,0.005,-1.14,93.2,14.2,5.9,9.8,0.1,2.54,185.2,12.5,0.0,56.6,normal,90.4,0
TX317,4.9,20.0,0.803,57.8,73.3,0.016,-1.17,137.3,11.7,5.2,6.7,1.1,0.53,411.5,13.1,86.5,55.5,normal,88.5,0
TX317,4.9,24.1,0.675,56.9,68.7,0.009,-2.04,115.8,5.0,1.2,2.5,4.6,0.52,433.7,13.8,14.2,56.7,normal,91.9,0
TX318,13.3,17.1,1.099,65.7,91.3,0.134,-1.56,186.2,20.4,6.2,7.5,6.9,0.14,552.6,13.8,47.3,44.2,normal,84.1,1
TX318,13.3,10.9,0.941,53.8,73.8,0.017,-3.34,169.4,14.4,5.5,5.7,0.3,1.42,581.8,17.3,28.7,58.5,normal,87.0,0
TX318,13.3,19.2,0.862,59.1,76.5,0.023,-1.36,148.4,18.6,11.5,3.9,0.5,1.84,536.8,22.1,29.6,52.4,normal,84.8,1
TX319,20.0,13.4,1.098,61.9,87.5,0.087,-0.57,192.5,2189.4,199.9,42.7,21.6,4.42,741.2,25.6,3327.4,36.7,PD,40.9,3
TX319,20.0,21.6,0.708,55.8,68.4,0.008,0.71,123.4,15.5,9.2,11.1,5.4,1.44,740.4,21.0,0.0,51.8,normal,81.6,1
TX320,18.3,19.0,0.933,61.5,81.2,0.042,-1.37,159.6,19.8,16.6,4.9,6.3,2.76,769.2,13.2,56.8,48.9,normal,85.1,0
TX320,18.3,23.5,0.704,57.5,70.1,0.01,0.28,121.5,150.6,345.1,49.3,453.4,5.76,851.9,18.0,268.4,51.6,T2,62.5,2
TX321,17.8,14.9,0.783,51.9,66.7,0.007,2.1,137.9,942.9,67.1,34.5,15.3,1.36,641.2,28.4,203.4,43.1,PD,55.4,2
TX321,17.8,32.7,0.982,77.1,98.4,0.295,2.61,182.0,16.4,5.9,5.4,5.1,1.81,802.8,25.6,57.7,52.8,normal,81.2,1
TX322,41.4,40.0,1.106,88.8,114.7,1.601,-2.26,189.7,308.6,1006.1,584.1,331.3,16.06,1725.5,35.1,14.6,20.0,T1,31.8,3
TX322,41.4,28.4,0.564,56.8,65.6,0.006,1.78,98.3,14.4,9.9,6.9,5.8,0.46,1358.7,27.8,30.7,41.6,normal,71.7,1
TX323,33.4,23.4,1.127,72.9,99.5,0.332,-1.38,200.1,157.5,485.5,140.7,323.4,10.51,1216.9,29.1,14.2,40.8,T2,54.0,2
TX323,33.4,17.0,0.848,56.4,73.3,0.016,-1.53,147.9,81.5,552.3,350.3,144.4,11.43,1206.8,27.9,163.2,49.4,T1,56.1,2
TX323,33.4,23.3,0.899,64.6,83.2,0.052,1.65,159.4,30.0,10.3,13.7,6.8,1.55,998.8,24.7,88.2,51.6,normal,76.9,1
TX323,33.4,26.5,0.862,66.4,83.8,0.056,2.23,153.1,977.5,141.4,60.9,220.1,1040.62,1236.7,22.3,483.5,49.3,D1,54.0,2
TX324,39.5,29.9,0.767,66.3,80.7,0.039,-2.61,137.0,920.4,267.3,116.0,921.2,595.11,1175.7,26.3,0.0,35.7,D2,42.0,3
TX324,39.5,37.1,0.807,75.0,90.6,0.123,-0.29,140.9,35.0,6.5,3.9,8.0,1.19,1344.4,28.4,50.3,45.2,normal,72.6,1
TX325,12.4,20.0,0.913,61.9,80.9,0.04,2.54,164.8,16.8,9.4,2.1,3.7,1.21,552.1,12.2,77.9,62.8,normal,87.1,0
TX325,12.4,20.2,1.128,69.7,96.4,0.237,-1.29,192.2,10.5,1.7,9.1,3.8,2.6,565.3,15.8,15.3,64.0,normal,89.0,0
TX325,12.4,31.9,0.669,64.5,76.0,0.022,-2.64,117.7,16.1,8.3,7.7,2.2,0.98,551.5,19.5,27.5,56.2,normal,86.4,0
TX325,12.4,23.4,0.732,58.4,71.8,0.013,1.89,130.8,9.0,7.9,7.6,8.6,1.42,686.8,12.6,44.5,48.4,normal,87.3,0
TX326,35.8,10.1,0.925,52.4,71.8,0.013,-2.73,158.6,25.8,16.9,17.6,8.9,1.96,1138.0,22.2,119.7,49.1,normal,76.2,1
TX326,35.8,19.9,0.862,59.9,77.3,0.026,-1.65,146.5,20.0,18.7,18.0,11.6,1.37,1275.6,34.6,40.3,53.7,normal,74.0,1
TX326,35.8,35.8,0.683,68.9,80.9,0.04,-1.84,122.7,207.2,303.8,92.1,1471.7,44.67,1290.1,32.7,68.7,,T3,53.2,2
TX327,23.0,27.1,0.996,72.0,93.8,0.178,-3.56,169.4,9.6,16.8,8.7,3.5,0.52,727.3,14.7,180.1,55.0,normal,82.2,1
TX327,23.0,23.6,0.947,66.7,86.8,0.08,-4.96,162.5,16.4,7.4,7.6,2.5,1.5,902.8,26.4,61.3,58.7,normal,79.6,1
TX327,23.0,38.6,1.053,85.5,109.4,0.937,1.38,180.2,15.4,3.8,8.4,5.2,2.87,837.9,21.7,59.5,52.0,normal,81.5,1
TX328,11.0,6.8,0.663,39.2,50.6,0.001,5.36,115.2,15.4,6.3,1.0,4.2,0.32,485.3,12.5,29.9,56.9,normal,89.4,0
TX328,11.0,9.2,0.852,48.8,65.9,0.006,-1.86,147.8,711.6,61.1,17.5,19.5,1.76,528.1,26.0,182.9,51.8,PD,60.3,2
TX328,11.0,25.4,0.842,64.6,81.3,0.042,-4.52,149.9,19.2,6.3,1.5,6.1,2.19,525.7,14.0,38.8,60.2,normal,88.0,0
TX328,11.0,37.0,0.634,68.2,78.8,0.031,-0.38,109.5,11.7,7.2,5.5,3.5,0.27,523.8,18.0,26.5,63.2,normal,87.5,0
TX329,14.8,23.9,0.864,63.9,81.3,0.042,0.9,153.9,560.1,103.8,21.4,147.1,558.8,499.7,22.6,70.1,56.8,D1,63.8,2
TX329,14.8,18.2,0.662,50.5,61.9,0.004,-0.85,115.4,10.8,6.4,4.5,2.8,2.14,494.9,10.1,0.0,61.4,normal,88.9,0
TX330,22.5,21.3,0.337,40.1,44.0,0.0,-0.22,57.8,25.2,9.3,11.3,6.6,1.22,803.1,22.9,19.8,47.1,normal,81.6,1
TX330,22.5,21.6,0.807,59.4,75.0,0.02,-0.1,146.9,1348.9,234.6,47.2,14.4,1.06,770.1,28.2,1344.7,43.1,PD,46.5,3
TX331,34.9,26.5,0.891,67.5,85.8,0.071,-3.14,156.0,1688.7,805.4,76.0,20.4,14.91,907.0,31.7,712.3,47.3,PD,39.3,3
TX331,34.9,31.8,0.602,61.8,71.5,0.013,3.69,103.6,26.2,7.1,26.0,9.1,0.23,1100.9,26.0,25.9,42.5,normal,74.5,1
TX332,5.0,22.8,1.014,68.3,90.8,0.126,-1.04,186.0,4.2,6.2,1.8,3.5,0.46,328.9,15.0,40.1,63.5,normal,89.3,0
TX332,5.0,20.5,0.649,52.3,63.4,0.004,3.02,113.7,11.3,4.7,3.2,2.4,0.67,345.6,16.6,65.3,66.0,normal,87.6,0
TX332,5.0,33.0,0.984,77.5,98.9,0.31,-2.26,173.0,10.9,6.2,8.9,1.0,0.1,331.4,10.3,117.8,49.8,normal,88.9,0
TX333,8.6,13.8,0.819,52.1,68.1,0.008,-2.36,141.9,6.0,3.6,5.1,4.7,1.09,354.2,13.8,125.3,60.8,normal,86.7,0
TX333,8.6,41.8,0.581,70.9,80.2,0.037,0.76,106.6,5.8,6.8,2.9,0.9,0.57,582.9,8.5,30.1,65.6,normal,91.1,0
TX333,8.6,21.3,0.924,63.6,82.9,0.051,-1.52,156.3,8.4,7.3,4.0,4.9,1.99,352.2,8.1,15.4,57.9,normal,92.2,0
TX334,40.1,23.7,1.038,70.0,93.4,0.169,-4.24,175.1,323.9,428.1,112.3,1617.8,23.53,1345.9,39.6,61.1,46.3,T3,49.8,3
TX334,40.1,21.8,1.133,71.5,98.4,0.295,0.33,207.1,468.7,1108.0,498.8,153.7,8.32,1453.3,38.2,22.9,,T1,38.0,3
TX334,40.1,30.6,1.05,77.4,101.2,0.4,0.48,185.9,681.1,482.7,55.6,36.9,9.59,1291.6,31.0,775.2,36.0,PD,39.1,3
TX334,40.1,33.0,0.866,73.1,90.5,0.123,-1.54,156.9,2026.5,638.2,295.9,869.3,1346.97,1180.8,36.1,1040.5,33.2,D1,31.4,3
TX335,8.8,18.3,0.628,49.3,59.7,0.003,1.06,111.1,149.7,295.0,223.6,124.1,9.84,933.0,21.5,39.6,48.6,T1,61.4,2
TX335,8.8,7.0,0.733,42.1,55.5,0.002,-0.25,124.8,10.9,5.5,1.8,0.4,1.45,380.3,6.8,62.1,62.3,normal,89.5,0
TX335,8.8,34.9,0.457,59.0,65.3,0.006,0.02,76.9,2.1,3.5,4.6,1.6,1.19,546.5,14.9,54.4,60.8,normal,87.9,0
TX336,11.2,11.0,0.795,48.4,63.6,0.005,4.12,132.3,6.2,2.5,3.3,0.3,1.17,495.1,18.4,33.9,54.8,normal,86.9,0
TX336,11.2,38.9,0.933,81.5,101.2,0.397,-0.07,156.2,9.0,11.6,4.3,1.4,0.4,458.9,11.4,26.2,62.5,normal,90.1,0
TX336,11.2,13.6,0.544,41.2,49.5,0.001,2.72,92.8,10.1,10.2,6.8,4.5,0.01,480.0,18.3,80.7,54.2,normal,85.1,0
TX336,11.2,19.1,0.487,44.4,51.3,0.001,-1.51,88.6,8.3,11.1,1.9,6.6,0.47,700.5,12.4,23.8,56.3,normal,89.8,0
TX337,25.6,12.0,0.828,50.6,66.9,0.007,-3.67,138.8,337.4,728.6,444.6,1156.6,35.53,1093.7,35.4,34.8,50.4,T2,50.6,3
TX337,25.6,42.1,0.783,79.1,94.0,0.182,-2.4,133.5,13.8,7.6,3.2,8.5,0.22,1074.3,25.6,38.0,54.6,normal,80.4,1
TX338,8.9,25.2,0.721,59.9,72.9,0.015,1.26,133.4,4.0,6.7,4.0,5.0,0.93,507.1,20.5,78.0,59.4,normal,84.9,1
